"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","总市值","流通市值","总股本","流通股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业"
"63","MNTX","Manitex International","7.460","+1.200","19.17%","-0.53%","60.09%","44.57%","0.000","0.000","0","0","17.31万","122.52万","0.000%","6.350","6.260","7.970","6.350","1.22","-1.84","25.88","亏损","亏损","2.129","10.38","0.00%","0.000","7.790","0.00%","4.42%","0","1233","0.00","1.34","0.000","+0.330","1.48亿","1.06亿","1979.16万","1422.25万","15.84%","27.96%","49.20%","70.71%","31.34%","农重工程机械"
"64","ESINQ","ITT教育服务","0.0115","+0.0018","18.56%","0.00%","266.67%","266.67%","0.0000","0.0000","0","0","28.47万","3374","0.000%","0.0075","0.0097","0.0150","0.0075","1.20","0.00","77.32","0.013","0.011","-","1.19","0.00%","0.0000","0.0000","0.00%","0.00%","0","0","0.00","0.00","0.0000","0.0000","26.39万","27.21万","2398.84万","2366.21万","266.67%","266.67%","266.67%","450.00%","57.14%","-"
"65","SNGX","Soligenix, Inc.","2.080","+0.325","18.52%","0.58%","15.56%","62.50%","0.000","0.000","0","0","1259.32万","2472.52万","0.000%","1.870","1.755","2.100","1.800","40.13","0.43","17.09","亏损","亏损","8.851","3.19","0.00%","1.860","2.180","5.98%","4.81%","26.07万","63.01万","7.98","8.17","+0.105","+0.100","6548.96万","6527.59万","3148.54万","3138.26万","26.06%","32.48%","48.57%","-4.59%","-25.45%","生物技术"
"66","EMKR","Emcore Corp.","6.500","+1.010","18.40%","0.78%","74.26%","19.27%","0.000","0.000","0","0","366.65万","2320.35万","0.000%","6.260","5.490","6.730","6.050","18.70","0.46","12.39","亏损","亏损","2.497","4.77","0.00%","6.280","6.680","14.39%","2.77%","58.61万","5.20万","16.21","5.08","+0.790","+0.180","1.94亿","1.27亿","2978.29万","1961.28万","3.67%","29.48%","18.61%","84.14%","93.45%","半导体"
"67","ONVO","Organovo Holdings","21.700","+3.370","18.39%","2.17%","136.13%","76.42%","0.000","0.000","0","0","81.17万","1718.09万","0.000%","18.380","18.330","23.920","18.380","13.39","0.93","30.22","亏损","亏损","7.441","1.72","0.00%","18.640","23.000","1.69%","5.99%","4.81万","1.32万","5.07","6.91","+0.310","+1.300","1.54亿","1.32亿","711.71万","606.31万","53.25%","65.27%","66.16%","153.21%","225.83%","诊断与研究"
"68","WHG","Westwood Holdings Group","17.000","+2.630","18.30%","0.01%","50.18%","17.24%","0.000","0.000","0","0","19.90万","324.53万","6.760%","15.350","14.370","17.080","14.820","2.94","0.12","15.73","亏损","24.285","1.125","4.70","0.00%","15.020","17.000","4.52%","1.31%","1997","612","0.14","0.00","+0.650","+0.220","1.42亿","1.15亿","837.31万","677.94万","30.57%","42.98%","20.06%","46.68%","-37.73%","资本市场"
"69","AOSL","阿尔法和欧米伽半导体有限公司","38.570","+5.850","17.88%","0.27%","88.79%","63.16%","0.000","0.000","0","0","142.12万","5449.77万","0.000%","37.450","32.720","39.850","37.100","7.16","0.26","8.40","67.666","亏损","2.996","3.97","0.00%","37.450","39.400","14.46%","2.15%","26.40万","6.96万","4.83","3.58","+4.730","+0.830","9.94亿","7.66亿","2577.1万","1986.35万","11.02%","35.33%","30.35%","191.98%","241.63%","半导体"
"70","RIOT","Riot Blockchain","43.090","+6.530","17.86%","-2.86%","982.66%","153.62%","0.000","0.000","0","0","3987.05万","17.57亿","0.000%","42.355","36.560","46.640","40.830","60.74","0.54","15.89","亏损","亏损","47.984","1.23","0.00%","42.270","46.320","15.62%","7.50%","4703.56万","1524.75万","20.71","9.83","+5.710","+3.230","29.10亿","28.28亿","6752.99万","6563.99万","86.70%","116.21%","80.44%","979.95%","2527.44%","软件-应用"
"71","Z","Zillow Group, Inc.","194.000","+29.300","17.79%","-0.02%","82.97%","49.46%","0.000","0.000","0","0","1369.78万","26.26亿","0.000%","184.577","164.700","198.490","182.360","8.51","0.12","9.79","亏损","亏损","10.489","3.93","0.00%","185.000","193.490","12.33%","-0.26%","1315.95万","4769.83万","4.86","1.06","+20.300","-0.510","451.39亿","312.30亿","2.33亿","1.61亿","30.55%","46.58%","35.45%","134.16%","274.16%","互联网内容与信息"
"72","GRIL","Muscle Maker Inc","2.870","+0.430","17.62%","13.44%","50.26%","64.00%","0.000","0.000","0","0","961.24万","3810.25万","0.000%","2.470","2.440","3.130","2.390","115.80","-1.03","30.32","亏损","亏损","4.720","9.24","0.00%","2.500","4.200","2.46%","46.34%","402","960.51万","4.88","75.26","+0.060","+1.330","3326.20万","2382.40万","1158.96万","830.11万","28.70%","31.65%","47.94%","-8.89%","-27.34%","饭馆"
"73","CLSN","克莱瑞恩","2.290","+0.340","17.44%","0.48%","325.65%","222.08%","0.000","0.000","0","0","1.01亿","2.74亿","0.000%","3.020","1.950","3.480","2.250","163.88","1.94","63.08","亏损","亏损","7.607","5.76","0.00%","3.020","2.200","54.87%","-3.93%","3016.62万","108.32万","98.46","13.10","+1.070","-0.090","1.42亿","1.41亿","6208.57万","6160.36万","49.67%","60.14%","150.00%","109.13%","70.26%","生物技术"
"74","CVV","CVD设备","6.800","+0.990","17.04%","0.00%","39.06%","87.33%","0.000","0.000","0","0","72.74万","498.18万","0.000%","5.790","5.810","7.830","5.673","13.56","2.82","37.13","亏损","亏损","1.538","9.01","0.00%","5.820","6.200","0.17%","-8.82%","6432","6.80万","0.34","10.88","+0.010","-0.600","4520.98万","3647.84万","664.85万","536.45万","19.93%","37.10%","61.14%","105.62%","35.73%","特种工业机械"
"75","ZG","Zillow Group","200.600","+28.890","16.82%","-0.03%","85.79%","47.57%","0.000","0.000","0","0","221.10万","4.37亿","0.000%","189.670","171.710","205.700","188.269","1.37","0.15","10.15","亏损","亏损","10.846","2.46","0.00%","190.160","199.840","10.74%","-0.38%","370.42万","252.99万","4.94","1.70","+18.450","-0.760","466.74亿","322.93亿","2.33亿","1.61亿","27.89%","41.55%","33.84%","142.04%","288.16%","互联网内容与信息"
"76","APR","Apria, Inc.","23.360","+3.360","16.80%","-1.31%","0.00%","16.80%","0.000","0.000","0","0","240.40万","6266.18万","0.000%","28.000","20.000","28.010","22.000","32.05","2.02","30.05","33.467","55.619","-","0.00","0.00%","0.000","23.410","0.00%","0.21%","0","88.11万","0.00","3.42","0.000","+0.050","8.23亿","1.75亿","3521.09万","750万","0.00%","0.00%","0.00%","0.00%","0.00%","医疗器械及用品"
"77","CREG","中国循环能源","11.080","+1.590","16.75%","3.63%","177.00%","117.68%","0.000","0.000","0","0","45.46万","457.45万","0.000%","9.610","9.490","11.100","9.400","16.87","-0.91","17.91","5.595","亏损","0.417","0.88","0.00%","9.730","11.100","2.53%","0.18%","4892","7.80万","4.32","8.75","+0.240","+0.020","3463.02万","2985.52万","312.55万","269.45万","27.80%","44.27%","72.85%","343.20%","214.95%","公用事业-可再生"
"78","CLBS","Caladrius Biosciences, Inc.","2.730","+0.390","16.67%","3.02%","79.61%","90.91%","0.000","0.000","0","0","1683.76万","4520.45万","0.000%","2.380","2.340","3.050","2.220","106.62","0.74","35.47","亏损","亏损","2.384","3.61","0.00%","2.350","2.750","0.43%","0.73%","22.15万","44.73万","8.97","3.66","+0.010","+0.020","8999.85万","4311.40万","3296.65万","1579.27万","18.70%","33.82%","76.13%","23.53%","-5.54%","生物技术"
"79","HCMC","Vapor Corp.","0.0050","+0.0007","16.47%","-20.00%","0.00%","0.00%","0.0000","0.0000","0","0","252.69亿","1.36亿","0.000%","0.0050","0.0043","0.0065","0.0047","31.15","-2.01","42.35","-","-","-","1.51","0.00%","0.0050","0.0050","17.65%","1.01%","32.15万","38.43万","10.59","2.02","0.0000","0.0000","4.20亿","4.01亿","1051.11亿","811.11亿","300.00%","0.00%","0.00%","0.00%","0.00%","-"
"80","IH","洪恩教育","21.970","+3.090","16.37%","4.27%","-8.99%","21.25%","0.000","0.000","0","0","22.72万","465.67万","0.000%","19.140","18.880","22.250","18.670","3.25","-3.58","18.96","21970.000","亏损","-","2.38","0.00%","0.000","21.700","0.00%","-1.23%","0","9758","0.00","1.23","0.000","-0.270","11.48亿","1.54亿","5227.45万","700万","16.06%","15.39%","20.45%","0.00%","0.00%","教育及培训服务"
"81","RNWK","RealNetworks","3.630","+0.510","16.35%","-1.09%","179.23%","132.69%","0.000","0.000","0","0","170.75万","612.23万","0.000%","3.750","3.120","3.790","3.400","8.74","0.28","12.50","亏损","亏损","3.809","1.30","0.00%","3.740","3.630","19.87%","0.00%","20.47万","7.79万","28.53","4.96","+0.620","0.000","1.39亿","7092.17万","3827.59万","1953.77万","43.48%","81.50%","113.53%","177.10%","188.10%","电子游戏与多媒体"
"82","REKR","REKOR SYSTEMS INC","18.720","+2.630","16.35%","2.02%","354.37%","131.97%","0.000","0.000","0","0","230.69万","4067.03万","0.000%","16.640","16.090","19.490","15.810","10.92","-0.32","22.87","亏损","亏损","26.366","1.17","0.00%","16.680","18.780","3.67%","0.32%","9.51万","11.94万","6.28","2.30","+0.590","+0.060","7.46亿","3.96亿","3984.41万","2113.55万","25.98%","47.17%","118.69%","311.43%","318.79%","软件基础设施"
"83","SREV","ServiceSource International","1.930","+0.270","16.27%","0.52%","39.86%","9.66%","0.000","0.000","0","0","225.86万","434.12万","0.000%","1.690","1.660","2.070","1.686","3.66","1.05","23.13","亏损","亏损","2.471","7.29","0.00%","1.660","1.940","0.00%","0.52%","577","1.23万","4.22","3.63","0.000","+0.010","1.86亿","1.19亿","9659.6万","6165.45万","14.88%","22.93%","22.15%","19.14%","1.05%","软件-应用"
"84","NLSP","NLS Pharmaceutics Ltd.","3.530","+0.480","15.73%","0.00%","0.00%","-14.94%","0.000","0.000","0","0","81.01万","280.78万","0.000%","3.080","3.050","3.740","3.070","22.28","0.68","21.97","亏损","亏损","-","5.57","0.00%","3.200","3.600","4.91%","1.98%","4.41万","5591","4.92","4.25","+0.149","+0.070","4158.08万","1283.64万","1177.93万","363.64万","8.62%","-14.94%","0.00%","0.00%","0.00%","生物技术"
"85","SONO","搜诺思公司","36.440","+4.940","15.68%","0.14%","119.25%","55.79%","33.880","0.000","2","0","1107.87万","4.02亿","0.000%","37.000","31.500","37.990","34.530","9.39","-0.33","10.98","亏损","亏损","14.605","4.01","100.00%","36.830","36.550","16.92%","0.30%","341.49万","198.55万","5.87","2.36","+5.330","+0.110","43.50亿","42.98亿","1.19亿","1.18亿","19.48%","34.51%","38.61%","160.10%","171.54%","消费类电子"
"86","PAVMZ","PAVmed","1.642","+0.222","15.63%","-3.47%","118.80%","40.26%","0.000","0.000","0","0","34.81万","58.72万","0.000%","1.500","1.420","1.900","1.431","2.61","0.49","33.04","-","-","-","4.24","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2189.60万","2190.80万","1334.31万","1334.31万","42.82%","54.81%","46.13%","67.45%","71.83%","-"
"87","RENN","人人网","8.140","+1.100","15.63%","1.95%","94.74%","70.65%","0.000","0.000","0","0","28.40万","225.43万","0.000%","7.220","7.040","8.350","7.010","9.62","1.37","19.03","亏损","亏损","1.843","3.09","0.00%","7.220","7.740","2.56%","-4.91%","1877","77","0.00","0.00","+0.180","-0.400","1.92亿","2403.22万","2357.98万","295.24万","5.85%","-0.12%","36.12%","265.02%","393.33%","汽车和卡车经销商"
"88","SCON","超导技术","2.000","+0.270","15.61%","0.00%","116.92%","153.16%","0.000","0.000","0","0","12.38万","23.47万","0.000%","1.740","1.730","2.080","1.740","4.50","7.68","19.65","亏损","亏损","1.958","2.39","0.00%","1.890","0.000","9.25%","0.00%","1043","0","0.00","0.00","+0.160","0.000","630.36万","550.25万","315.18万","275.13万","37.93%","60.00%","127.27%","-48.16%","-4.72%","半导体设备与材料"
"89","CBRI","CMTSU LQDTN INC","0.0060","+0.0008","15.38%","0.00%","500.00%","200.00%","0.0000","0.0000","0","0","13.86万","848","0.000%","0.0066","0.0052","0.0069","0.0051","0.00","0.00","34.62","-","-","-","0.43","0.00%","0.0000","0.0000","0.00%","0.00%","0","0","0.00","0.00","0.0000","0.0000","0","0","0","0","100.00%","20.00%","500.00%","0.00%","500.00%","-"
"90","DOYU","斗鱼","17.200","+2.290","15.36%","-1.71%","21.04%","55.52%","0.000","0.000","0","0","1921.89万","3.36亿","0.000%","14.890","14.910","18.470","14.810","21.07","-0.23","24.55","45.866","955.555","5.112","4.55","0.00%","14.900","17.950","-0.07%","4.36%","18.84万","368.64万","1.68","4.36","-0.010","+0.750","55.30亿","15.69亿","3.22亿","9120.05万","22.68%","30.11%","41.68%","17.01%","96.35%","互联网内容与信息"
"91","ACIU","AC Immune SA","8.430","+1.120","15.32%","1.02%","64.01%","63.06%","0.000","0.000","0","0","2771.37万","2.72亿","0.000%","11.620","7.310","12.500","7.960","106.18","0.48","62.11","亏损","12.792","2.315","31.82","0.00%","11.580","8.150","58.41%","-3.32%","5900.01万","33.50万","242.00","7.47","+4.270","-0.280","6.05亿","2.20亿","7174.13万","2610万","17.41%","37.52%","45.60%","18.40%","-1.06%","生物技术"
"92","BOXL","Boxlight Corp.","3.330","+0.440","15.22%","1.83%","98.21%","117.65%","0.000","0.000","0","0","1300.56万","4217.96万","0.000%","3.030","2.890","3.400","2.950","29.51","0.85","15.57","亏损","亏损","3.845","1.67","0.00%","3.020","3.290","4.50%","-1.20%","39.08万","38.29万","5.19","10.51","+0.130","-0.040","1.70亿","1.47亿","5116.58万","4406.8万","31.10%","59.33%","82.97%","73.44%","197.32%","通信设备"
"93","LKSDQ","LSC COMMUNICATNS","0.027","+0.004","15.22%","0.00%","116.67%","30.00%","0.000","0.000","0","0","22.22万","5802","0.000%","0.025","0.023","0.027","0.023","0.00","0.00","17.39","-","-","-","1.15","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","0.00%","-7.14%","4.00%","-25.71%","0.00%","-"
"94","CTK","触宝科技","5.910","+0.780","15.20%","3.68%","26.28%","113.36%","0.000","0.000","0","0","94.03万","487.29万","0.000%","5.280","5.130","5.910","4.540","28.36","-0.01","26.71","亏损","亏损","64.945","1.18","0.00%","5.420","5.600","5.65%","-5.25%","9.26万","2.64万","5.65","15.23","+0.290","-0.310","3.59亿","1959.56万","6070.39万","331.57万","91.26%","91.26%","111.07%","6.49%","-1.83%","软件-应用"
"95","SIFY","Sify Technologies Ltd.","4.020","+0.530","15.19%","1.26%","260.22%","216.54%","0.000","0.000","0","0","541.23万","2200.25万","0.000%","3.500","3.490","4.590","3.490","4.44","0.55","31.52","63.809","80.400","4.501","1.26","0.00%","3.530","3.880","1.15%","-3.48%","3.46万","3.52万","14.04","3.48","+0.040","-0.140","7.20亿","4.90亿","1.79亿","1.22亿","32.24%","73.28%","72.53%","235.00%","233.61%","电信业务"
"96","MRAM","Everspin Technologies, Inc.","6.930","+0.910","15.12%","0.43%","18.46%","50.65%","0.000","0.000","0","0","48.96万","326.64万","0.000%","6.110","6.020","7.092","6.060","3.77","0.20","17.14","亏损","亏损","7.333","2.47","0.00%","6.010","7.800","-0.17%","12.55%","1.44万","5.45万","0.17","14.72","-0.010","+0.870","1.32亿","9006.16万","1900.56万","1299.59万","27.86%","25.54%","22.44%","24.19%","82.85%","半导体"
"97","AXDX","Accelerate Diagnostics","14.510","+1.900","15.07%","0.45%","68.92%","91.42%","0.000","0.000","0","0","78.45万","1087.66万","0.000%","12.400","12.610","14.570","12.360","2.63","0.07","17.53","亏损","亏损","-","1.32","0.00%","12.610","14.600","0.00%","0.62%","25","1.16万","0.00","5.17","0.000","+0.090","8.63亿","4.32亿","5946.94万","2978.04万","26.06%","40.46%","68.13%","0.35%","-12.11%","诊断与研究"
"98","REEMF","RARE ELEMENT RES","2.390","+0.310","14.90%","1.27%","345.07%","122.33%","0.000","0.000","0","0","73.73万","166.36万","0.000%","2.080","2.080","2.440","1.920","1.39","-0.42","25.00","亏损","-","82.413","2.26","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.49亿","1.27亿","1.04亿","5315.01万","8.64%","40.59%","133.86%","208.39%","0.00%","-"
"99","XNET","迅雷","7.340","+0.950","14.87%","-0.74%","164.98%","153.98%","0.000","0.000","0","0","648.70万","4691.23万","0.000%","6.450","6.390","7.830","6.350","18.37","0.16","23.16","亏损","亏损","1.755","1.60","0.00%","6.460","7.680","1.10%","4.63%","30.36万","19.05万","11.27","6.13","+0.070","+0.340","4.91亿","2.59亿","6688.04万","3531.43万","42.25%","57.85%","91.64%","82.59%","61.67%","广告公司"
"100","FTHM","FATHOM HLDGS INC","51.110","+6.530","14.65%","0.32%","136.18%","41.81%","0.000","0.000","0","0","18.45万","904.20万","0.000%","45.550","44.580","52.700","45.550","3.86","-0.23","16.04","亏损","亏损","23.242","1.33","0.00%","44.580","51.110","0.00%","0.00%","44","3386","0.00","1.74","0.000","0.000","7.03亿","2.44亿","1376.27万","478.05万","30.52%","30.35%","41.89%","173.32%","0.00%","房地产服务"
"101","SEII","Sharing Economy International, Inc.","0.080","+0.010","14.57%","3.90%","-20.79%","150.00%","0.000","0.000","0","0","198.43万","15.49万","0.000%","0.067","0.070","0.100","0.064","10.76","-14.13","51.27","亏损","亏损","-","1.13","0.00%","0.000","0.072","0.00%","-9.89%","0","2.11万","0.00","0.00","0.000","-0.007","1156.10万","147.57万","1.45亿","1844.63万","110.53%","142.42%","122.22%","-99.01%","-99.56%","-"
"102","PT","品钛","1.730","+0.220","14.57%","0.58%","108.43%","76.71%","1.440","0.000","40","0","528.86万","926.98万","0.000%","1.600","1.510","2.040","1.480","19.44","-1.10","37.09","亏损","亏损","5.258","3.30","100.00%","1.570","1.850","3.97%","6.94%","5.47万","14.46万","10.60","12.72","+0.060","+0.120","7462.92万","4705.75万","4313.83万","2720.09万","30.08%","46.61%","47.86%","81.72%","-37.77%","信贷服务"
"103","AGTC","Applied Genetic Technologies Corp.","5.900","+0.750","14.56%","1.90%","18.95%","44.25%","0.000","0.000","0","0","1631.88万","9619.10万","0.000%","5.500","5.150","6.660","5.100","38.48","0.51","30.29","亏损","亏损","4.473","2.67","0.00%","5.500","6.070","6.80%","2.88%","670.42万","51.50万","81.36","9.56","+0.350","+0.170","2.51亿","2.50亿","4260.2万","4240.43万","31.40%","49.37%","31.99%","7.08%","15.23%","生物技术"
"104","MFH","Mercurity Fintech Holding Inc","4.960","+0.630","14.55%","-3.45%","113.79%","62.62%","0.000","0.000","0","0","82.12万","405.58万","0.000%","4.580","4.330","5.350","4.500","20.43","1.71","19.63","亏损","亏损","3.684","1.58","0.00%","4.680","4.760","8.08%","-4.03%","4.62万","6647","12.01","5.04","+0.350","-0.200","4128.73万","1993.64万","832.41万","401.94万","14.02%","50.76%","25.57%","90.77%","198.80%","资本市场"
"105","HCDI","Harbor Custom Development Inc.","3.950","+0.500","14.49%","2.09%","-26.31%","-9.40%","0.000","0.000","0","0","451.06万","1666.83万","0.000%","3.450","3.450","3.970","3.400","255.31","1.53","16.52","98.750","89.772","5.659","2.32","0.00%","3.450","4.030","0.00%","2.03%","9.03万","36.14万","3.48","6.08","0.000","+0.080","5383.08万","697.85万","1362.8万","176.67万","21.91%","25.40%","29.51%","0.00%","0.00%","房地产-发展"
